rank,borough_rank,school_name,borough,school_urn,age_range,eligible_pupils,total_pupils,fsm_percent,religious_denomination,is_faith_school,non_faith_rank,fte_all_teachers,pupils_per_teacher,anomalous_low_ptr,composite_score,expected_rwm,higher_rwm,reading_score,maths_score,gps_score,mean_scaled_score,postcode,latitude,longitude,terrace_sales_count_2y_0_5mi,terrace_avg_price_2y_0_5mi,terrace_median_price_2y_0_5mi,full_address
222,7,Charles Dickens Primary School,Southwark,148012,2 to 11,59,479.0,47.0,Does not apply,False,137,20.7,23.14009661835749,False,80.72815533980582,92.0,34.0,109.0,110.0,107.0,108.66666666666667,SE1 1AF,51.501285,-0.096439,24,1280379,1030000,"Toulmin Street, London, SE1 1AF"
223,5,Simon Marks Jewish Primary School,Hackney,100275,3 to 11,20,124.0,40.0,Jewish,True,,9.6,12.916666666666668,True,80.6735436893204,100.0,10.0,109.0,110.0,113.0,110.66666666666667,N16 6PD,51.5654,-0.069334,99,1186166,1200000,"75 Cazenove Road, Stoke Newington, Hackney, London, N16 6PD"
224,8,"Saint Joseph's Catholic Primary School, the Borough",Southwark,100834,3 to 11,24,169.0,33.0,Roman Catholic,True,,10.6,15.943396226415095,False,80.625,83.0,21.0,111.0,110.0,108.0,109.66666666666667,SE1 1NJ,51.502752,-0.093179,16,1528406,955000,"Little Dorrit Court, Redcross Way, London, SE1 1NJ"
225,7,Meridian Primary School,Greenwich,100137,3 to 11,28,222.0,14.0,Does not apply,False,138,15.47,14.350355526826114,True,80.57038834951456,82.0,21.0,111.0,108.0,110.0,109.66666666666667,SE10 9NY,51.484211,-0.00049,129,796229,738000,"Old Woolwich Road, Greenwich, London, SE10 9NY"
226,5,Hadley Wood Primary School,Enfield,101994,4 to 11,29,205.0,7.0,Does not apply,False,139,10.3,19.90291262135922,False,80.53398058252426,100.0,7.0,111.0,110.0,112.0,111.0,EN4 0HT,51.670035,-0.170851,0,,,"Courtleigh Avenue, Hadley Wood, Barnet, EN4 0HT"
227,8,Eltham Church of England Primary School,Greenwich,100167,3 to 11,59,446.0,19.0,Church of England,True,,22.0,20.272727272727273,False,80.39441747572815,83.0,15.0,110.0,109.0,111.0,110.0,SE9 1TR,51.451311,0.056925,52,731109,722500,"Roper Street, Eltham, London, SE9 1TR"
228,2,Fern Hill Primary School,Kingston upon Thames,148798,3 to 11,93,671.0,15.0,Does not apply,False,140,25.6,26.2109375,False,80.33373786407768,78.0,23.0,110.0,109.0,110.0,109.66666666666667,KT2 5PE,51.423334,-0.301787,65,846076,785000,"Richmond Road, Kingston upon Thames, KT2 5PE"
229,7,Ambler Primary School and Children's Centre,Islington,100397,0 to 11,60,525.0,37.0,Does not apply,False,141,22.39,23.44796784278696,False,80.28519417475728,78.0,13.0,111.0,110.0,112.0,111.0,N4 2DR,51.562126,-0.100694,86,1470407,1505000,"Blackstock Road, Finsbury Park, London, N4 2DR"
230,8,Trinity St Mary's CofE Primary School,Wandsworth,101047,2 to 11,21,120.0,62.0,Church of England,True,,7.9,15.189873417721518,True,80.16383495145631,71.0,19.0,110.0,112.0,112.0,111.33333333333333,SW12 8DR,51.442568,-0.155303,209,1339721,1375000,"6 Balham Park Road, London, SW12 8DR"
231,9,Dulwich Hamlet Junior School,Southwark,136665,7 to 11,86,364.0,16.0,Does not apply,False,142,14.65,24.84641638225256,False,80.14563106796116,84.0,28.0,110.0,109.0,108.0,109.0,SE21 7AL,51.451627,-0.087062,84,1294508,1250000,"Dulwich Village, London, SE21 7AL"
232,7,Sinai Jewish Primary School,Brent,101549,3 to 11,92,645.0,7.0,Jewish,True,,36.92,17.470205850487538,False,80.11529126213593,86.0,20.0,109.0,108.0,111.0,109.33333333333333,HA3 9UD,51.579492,-0.281683,9,553096,580000,"Shakespeare Drive, Kenton, Harrow, HA3 9UD"
233,5,St John Fisher Catholic Primary School,Harrow,146178,4 to 11,89,624.0,10.0,Roman Catholic,True,,25.29,24.67378410438909,False,80.08495145631068,84.0,17.0,109.0,110.0,110.0,109.66666666666667,HA5 5RA,51.589848,-0.37097,28,603891,602475,"Melrose Road, Pinner, HA5 5RA"
234,10,St Martin of Porres Catholic Primary School,Haringey,102150,4 to 11,18,117.0,28.0,Roman Catholic,True,,7.4,15.81081081081081,False,79.98179611650485,83.0,17.0,110.0,109.0,110.0,109.66666666666667,N11 2AF,51.607883,-0.133389,91,746614,732792,"Blake Road, New Southgate, London, N11 2AF"
235,18,Foulds School,Barnet,101279,5 to 11,45,313.0,4.0,Does not apply,False,143,14.66,21.350613915416098,False,79.88470873786407,84.0,11.0,110.0,111.0,111.0,110.66666666666667,EN5 4NR,51.656808,-0.211792,36,648917,662500,"Byng Road, Barnet, EN5 4NR"
236,3,Foster's Primary School,Bexley,101451,3 to 11,62,450.0,19.0,None,False,144,22.02,20.435967302452315,False,79.7754854368932,82.0,18.0,109.0,109.0,111.0,109.66666666666667,DA16 1PN,51.463108,0.121593,67,464512,440000,"Westbrooke Road, Welling, DA16 1PN"
237,13,Selwyn Primary School,Waltham Forest,143383,2 to 11,87,708.0,32.0,Does not apply,False,145,27.0,26.22222222222222,False,79.75728155339806,87.0,34.0,110.0,108.0,108.0,108.66666666666667,E4 9NE,51.606223,-0.007872,149,630355,615000,"105 Selwyn Avenue, London, E4 9NE"
238,6,Grange Park Primary School,Enfield,145207,3 to 11,93,806.0,22.0,Does not apply,False,146,32.8,24.573170731707318,False,79.73907766990291,87.0,23.0,108.0,109.0,110.0,109.0,N21 1PP,51.647207,-0.108717,26,645115,588750,"World's End Lane, Winchmore Hill, London, N21 1PP"
239,7,St Andrew's Southgate Primary School (CE),Enfield,102030,4 to 11,29,198.0,21.0,Church of England,True,,9.24,21.428571428571427,False,79.67839805825243,79.0,31.0,108.0,110.0,110.0,109.33333333333333,N14 6JA,51.634182,-0.128089,36,654624,613750,"297 Chase Road, Southgate, London, N14 6JA"
240,14,Thomas Gamuel Primary School,Waltham Forest,140405,2 to 11,42,347.0,38.0,Does not apply,False,147,15.2,22.828947368421055,False,79.36893203883496,83.0,21.0,109.0,108.0,111.0,109.33333333333333,E17 8LG,51.575143,-0.022045,275,677356,663000,"Colchester Road, Walthamstow, London, E17 8LG"
241,11,Oratory Roman Catholic Primary School,Kensington and Chelsea,100491,5 to 11,29,210.0,17.0,Roman Catholic,True,,10.0,21.0,False,79.32645631067962,83.0,17.0,110.0,108.0,111.0,109.66666666666667,SW3 6QH,51.490617,-0.170292,165,4193660,3400000,"Bury Walk, Cale Street, Chelsea, London, SW3 6QH"
242,15,Bishop Perrin Church of England Primary School,Richmond upon Thames,102918,4 to 11,30,209.0,13.0,Church of England,True,,10.65,19.624413145539904,False,79.25970873786407,83.0,20.0,110.0,108.0,110.0,109.33333333333333,TW2 6LF,51.448563,-0.366102,55,647573,620000,"Hospital Bridge Road, Twickenham, TW2 6LF"
243,19,The Orion Primary School,Barnet,131970,2 to 11,118,955.0,64.0,Does not apply,False,148,46.34,20.60854553301683,False,79.25364077669903,77.0,14.0,110.0,110.0,112.0,110.66666666666667,NW7 2AL,51.608402,-0.246305,71,495545,467210,"Grahame Park Way, Mill Hill, London, NW7 2AL"
244,7,Herbert Morrison Primary School,Lambeth,100604,3 to 11,26,213.0,27.0,Does not apply,False,149,10.2,20.88235294117647,False,79.21723300970874,88.0,12.0,111.0,109.0,110.0,110.0,SW8 2HP,51.478656,-0.125867,70,1082711,1035000,"Hartington Road, London, SW8 2HP"
245,20,"St Mary's CofE Primary School, East Barnet",Barnet,101324,4 to 11,31,217.0,10.0,Church of England,True,,10.98,19.763205828779597,False,79.08373786407768,77.0,16.0,110.0,109.0,112.0,110.33333333333333,EN4 8SR,51.640977,-0.16144,51,638023,650000,"Littlegrove, East Barnet, Barnet, EN4 8SR"
246,6,St Joseph's Catholic Primary School,Harrow,146246,4 to 11,59,408.0,24.0,Roman Catholic,True,,17.8,22.92134831460674,False,79.04126213592232,86.0,22.0,108.0,109.0,110.0,109.0,HA3 7LP,51.599199,-0.321773,56,537537,522500,"Dobbin Close, Belmont Circle, Harrow, HA3 7LP"
247,9,St Mary's CofE Nursery and Primary School,Wandsworth,101046,3 to 11,21,197.0,14.0,Church of England,True,,11.0,17.90909090909091,False,78.95024271844659,76.0,24.0,109.0,109.0,111.0,109.66666666666667,SW15 1BA,51.466431,-0.22201,121,1326773,1310000,"Felsham Road, Putney, St. Mary's CE Primary School, Putney, London, SW15 1BA"
248,8,Fitzjohn's Primary School,Camden,100026,3 to 11,27,230.0,19.0,Does not apply,False,150,10.3,22.33009708737864,False,78.87135922330097,81.0,22.0,109.0,108.0,111.0,109.33333333333333,NW3 6NP,51.5534,-0.175836,64,2814966,2167500,"86A Fitzjohn's Avenue, London, NW3 6NP"
249,15,Stoneydown Park School,Waltham Forest,103079,3 to 11,61,611.0,18.0,Does not apply,False,151,29.68,20.58625336927224,False,78.85922330097087,80.0,18.0,109.0,109.0,111.0,109.66666666666667,E17 6JY,51.585799,-0.03547,233,708084,703000,"Pretoria Avenue, Walthamstow, London, E17 6JY"
250,10,St Mary's Catholic Primary School,Bromley,141535,4 to 11,50,411.0,8.0,Roman Catholic,True,,17.4,23.620689655172416,False,78.84708737864078,82.0,16.0,110.0,109.0,110.0,109.66666666666667,BR3 5DE,51.413755,-0.014481,34,693131,691000,"Westgate Road, Beckenham, BR3 5DE"
251,7,Vaughan Primary School,Harrow,102223,3 to 11,90,676.0,17.0,Does not apply,False,152,28.55,23.677758318739055,False,78.82888349514563,86.0,21.0,109.0,108.0,110.0,109.0,HA1 4EL,51.580929,-0.354979,74,585661,577750,"The Gardens, Vaughan Road, West Harrow, Harrow, HA1 4EL"
252,10,Belleville Primary School,Wandsworth,137563,3 to 11,118,1006.0,28.0,Does not apply,False,153,51.7,19.45841392649903,False,78.81067961165049,77.0,29.0,110.0,108.0,110.0,109.33333333333333,SW11 6PR,51.456887,-0.164673,237,1662016,1650000,"Belleville Road, Battersea, London, SW11 6PR"
253,4,Leigh Stationers' Primary Academy,Bexley,142586,3 to 11,30,229.0,3.0,Does not apply,False,154,9.1,25.164835164835164,False,78.79854368932038,87.0,17.0,109.0,108.0,111.0,109.33333333333333,DA16 2ST,51.464013,0.084173,27,460343,435000,"Eastcote Road, Welling, DA16 2ST"
