rank,borough_rank,school_name,borough,school_urn,age_range,eligible_pupils,total_pupils,fsm_percent,religious_denomination,is_faith_school,non_faith_rank,fte_all_teachers,pupils_per_teacher,anomalous_low_ptr,composite_score,expected_rwm,higher_rwm,reading_score,maths_score,gps_score,mean_scaled_score,postcode,latitude,longitude,lsoa_code,lsoa_name,terrace_sales_count_2y_0_5mi,terrace_avg_price_2y_0_5mi,terrace_median_price_2y_0_5mi,family_area_rating,area_safety_percentile,imd_lower_deprivation_percentile,imd_rank,imd_decile,imd_score,imd_lsoa_name,imd_local_authority,recent_family_crime_weighted_count_1mi,recent_crime_total_count_1mi,recent_crime_month,catchment_radius_m,catchment_source_year,catchment_source_name,catchment_source_url,catchment_note,full_address
1024,32,Hillbrook School,Wandsworth,101057,3 to 11,96,623.0,41.0,None,False,693,40.41,15.416975996040586,False,39.939320388349515,70.0,5.0,107.0,107.0,106.0,106.66666666666667,SW17 8SG,,,,,,,,,,,,,,,,,,,,,,,,"Hillbrook Road, Tooting, London, SW17 8SG"
1025,42,James Dixon Primary School,Bromley,143774,3 to 11,49,434.0,35.0,Does not apply,False,694,20.43,21.243269701419482,False,39.88470873786408,67.0,12.0,107.0,106.0,105.0,106.0,SE20 8BW,,,,,,,,,,,,,,,,,,,,,,,,"William Booth Road, Anerley, London, SE20 8BW"
1026,38,Grange Primary School,Ealing,131144,3 to 11,68,657.0,34.0,Does not apply,False,695,27.6,23.804347826086957,False,39.80582524271845,68.0,4.0,107.0,106.0,108.0,107.0,W5 4HN,,,,,,,,,,,,,,,,,,,,,,,,"Church Gardens, Ealing, London, W5 4HN"
1027,42,Marner Primary School,Tower Hamlets,100912,3 to 11,89,651.0,63.0,Does not apply,False,696,32.0,20.34375,False,39.793689320388346,69.0,9.0,106.0,106.0,107.0,106.33333333333333,E3 3LL,,,,,,,,,,,,,,,,,,,,,,,,"Devas Street, Bow, London, E3 3LL"
1028,32,Hill Mead Primary School,Lambeth,131340,3 to 11,32,245.0,75.0,Does not apply,False,697,20.6,11.893203883495145,True,39.7876213592233,69.0,6.0,108.0,105.0,107.0,106.66666666666667,SW9 8UE,,,,,,,,,,,,,,,,,,,,,,,,"Moorland Road, London, SW9 8UE"
1029,31,Morden Primary School,Merton,102640,3 to 11,26,229.0,50.0,Does not apply,False,698,9.8,23.36734693877551,False,39.74514563106796,65.0,8.0,108.0,105.0,107.0,106.66666666666667,SM4 5PX,,,,,,,,,,,,,,,,,,,,,,,,"London Road, Morden, SM4 5PX"
1030,47,Brampton Primary School,Newham,102711,3 to 11,120,908.0,44.0,Does not apply,False,699,40.6,22.364532019704434,False,39.62985436893204,63.0,15.0,105.0,106.0,107.0,106.0,E6 3LB,,,,,,,,,,,,,,,,,,,,,,,,"Brampton Road, East Ham, London, E6 3LB"
1031,32,Welbourne Primary School,Haringey,102124,2 to 11,48,429.0,48.0,Does not apply,False,700,19.0,22.57894736842105,False,39.557038834951456,63.0,15.0,106.0,105.0,107.0,106.0,N15 4EA,,,,,,,,,,,,,,,,,,,,,,,,"Stainby Road, Tottenham, Stainby Road, London, N15 4EA"
1032,21,George Carey Church of England Primary School,Barking and Dagenham,136431,3 to 11,86,642.0,34.0,Church of England,True,,32.6,19.69325153374233,False,39.484223300970875,70.0,2.0,106.0,107.0,108.0,107.0,IG11 0FJ,,,,,,,,,,,,,,,,,,,,,,,,"The Rivergate Centre, Minter Road, Barking, IG11 0FJ"
1033,32,Southbury Primary School,Enfield,102014,2 to 11,54,381.0,50.0,Does not apply,False,701,18.68,20.396145610278374,False,39.435679611650485,76.0,4.0,106.0,105.0,108.0,106.33333333333333,EN3 4JG,,,,,,,,,,,,,,,,,,,,,,,,"Swansea Road, Enfield, EN3 4JG"
1034,35,St John of Jerusalem Church of England Primary School,Hackney,100270,3 to 11,31,152.0,68.0,Church of England,True,,8.0,19.0,False,39.13228155339806,77.0,10.0,104.0,106.0,106.0,105.33333333333333,E9 7JF,,,,,,,,,,,,,,,,,,,,,,,,"Kingshold Road, St. John of Jerusalem C of E Primary School, London, E9 7JF"
1035,29,Bandon Hill Primary School,Sutton,148776,3 to 11,60,442.0,18.0,Does not apply,False,702,21.41,20.644558617468473,False,39.10800970873786,65.0,10.0,107.0,106.0,106.0,106.33333333333333,SM6 9QU,,,,,,,,,,,,,,,,,,,,,,,,"Sandy Lane South, Wallington, SM6 9QU"
1036,22,Ripple Primary School,Barking and Dagenham,101198,3 to 11,107,916.0,40.0,Does not apply,False,703,56.8,16.126760563380284,False,39.023058252427184,73.0,5.0,106.0,107.0,106.0,106.33333333333333,IG11 7QS,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk Road, Barking, IG11 7QS"
1037,22,Vittoria Primary School,Islington,100426,3 to 11,34,219.0,62.0,Does not apply,False,704,15.0,14.6,True,39.004854368932044,68.0,0.0,108.0,108.0,105.0,107.0,N1 0WF,,,,,,,,,,,,,,,,,,,,,,,,"Treaty Street, London, N1 0WF"
1038,38,Handsworth Primary School,Waltham Forest,103059,4 to 11,57,449.0,21.0,Does not apply,False,705,19.38,23.168214654282767,False,38.980582524271846,65.0,16.0,106.0,105.0,106.0,105.66666666666667,E4 9PJ,,,,,,,,,,,,,,,,,,,,,,,,"Handsworth Avenue, Highams Park, London, E4 9PJ"
1039,24,Gladstone Park Primary School,Brent,140833,3 to 11,80,661.0,40.0,Does not apply,False,706,33.12,19.957729468599034,False,38.94417475728155,76.0,6.0,106.0,106.0,106.0,106.0,NW10 1LB,,,,,,,,,,,,,,,,,,,,,,,,"Sherrick Green Road, Dollis Hill, London, NW10 1LB"
1040,33,Belmont Junior School,Haringey,102078,7 to 11,55,219.0,29.0,Does not apply,False,707,10.9,20.091743119266056,False,38.90776699029126,65.0,15.0,107.0,104.0,106.0,105.66666666666667,N22 6RA,,,,,,,,,,,,,,,,,,,,,,,,"Rusper Road, London, N22 6RA"
1041,25,Braintcroft E-ACT Primary Academy,Brent,145718,3 to 11,84,663.0,54.0,Does not apply,False,708,30.25,21.917355371900825,False,38.810679611650485,76.0,2.0,104.0,107.0,108.0,106.33333333333333,NW2 7LL,,,,,,,,,,,,,,,,,,,,,,,,"Warren Road, London, NW2 7LL"
1042,34,St Joseph's Catholic Primary School,Lewisham,100729,4 to 11,26,140.0,46.0,Roman Catholic,True,,8.6,16.27906976744186,False,38.7742718446602,73.0,0.0,107.0,107.0,106.0,106.66666666666667,SE8 3PH,,,,,,,,,,,,,,,,,,,,,,,,"Crossfield Street, Deptford, London, SE8 3PH"
1043,48,Godwin Junior School,Newham,102721,7 to 11,85,347.0,34.0,Does not apply,False,709,19.2,18.072916666666668,False,38.756067961165044,62.0,18.0,106.0,105.0,106.0,105.66666666666667,E7 0JW,,,,,,,,,,,,,,,,,,,,,,,,"Cranmer Road, Forest Gate, London, E7 0JW"
1044,30,St Paul's CofE Primary School,Hounslow,102524,3 to 11,32,244.0,53.0,Church of England,True,,12.1,20.16528925619835,False,38.743932038834956,69.0,13.0,106.0,105.0,106.0,105.66666666666667,TW8 0PN,,,,,,,,,,,,,,,,,,,,,,,,"St Paul's Road, Brentford, TW8 0PN"
1045,35,St Augustine's Catholic Primary School and Nursery,Lewisham,100725,3 to 11,27,225.0,26.0,Roman Catholic,True,,10.56,21.30681818181818,False,38.68325242718447,74.0,7.0,106.0,106.0,106.0,106.0,SE6 3RD,,,,,,,,,,,,,,,,,,,,,,,,"Dunfield Road, London, SE6 3RD"
1046,43,Harris Primary Academy Crystal Palace,Bromley,139966,3 to 11,46,378.0,50.0,Does not apply,False,710,19.0,19.894736842105264,False,38.67111650485437,74.0,9.0,106.0,106.0,105.0,105.66666666666667,SE20 8RH,,,,,,,,,,,,,,,,,,,,,,,,"Malcolm Road, Penge, London, SE20 8RH"
1047,20,St Cuthbert with St Matthias CofE Primary School,Kensington and Chelsea,100498,2 to 11,19,103.0,53.0,Church of England,True,,6.2,16.612903225806452,False,38.646844660194176,68.0,16.0,104.0,106.0,106.0,105.33333333333333,SW5 9UE,,,,,,,,,,,,,,,,,,,,,,,,"Warwick Road, Earls Court, London, SW5 9UE"
1048,32,Haslemere Primary School,Merton,102643,2 to 11,48,337.0,50.0,Does not apply,False,711,17.1,19.707602339181285,False,38.476941747572816,56.0,8.0,107.0,106.0,108.0,107.0,CR4 3PQ,,,,,,,,,,,,,,,,,,,,,,,,"Foxton Grove, Mitcham, CR4 3PQ"
1049,49,Gainsborough Primary School,Newham,143276,3 to 11,27,202.0,41.0,Does not apply,False,712,9.0,22.444444444444443,False,38.37985436893204,67.0,11.0,107.0,105.0,106.0,106.0,E15 3AF,,,,,,,,,,,,,,,,,,,,,,,,"10-14 Gainsborough Road, Stratford, London, E15 3AF"
1050,26,St Mary's CofE Primary School,Brent,101537,3 to 11,26,187.0,42.0,Church of England,True,,9.6,19.479166666666668,False,38.349514563106794,62.0,19.0,107.0,103.0,106.0,105.33333333333333,NW10 9JA,,,,,,,,,,,,,,,,,,,,,,,,"Garnet Road, Willesden, London, NW10 9JA"
1051,60,Osidge Primary School,Barnet,151014,4 to 11,59,384.0,36.0,None,False,713,19.71,19.48249619482496,False,38.31917475728155,58.0,10.0,107.0,105.0,108.0,106.66666666666667,N14 5HD,,,,,,,,,,,,,,,,,,,,,,,,"Chase Side, Southgate, London, N14 5HD"
1052,46,Bishop John Robinson Church of England Primary School,Greenwich,100181,3 to 11,24,227.0,25.0,Church of England,True,,13.0,17.46153846153846,False,38.282766990291265,67.0,13.0,106.0,103.0,108.0,105.66666666666667,SE28 8LW,,,,,,,,,,,,,,,,,,,,,,,,"Hoveton Road, Thamesmead, London, SE28 8LW"
1053,39,St Mark's Primary School,Ealing,101874,3 to 11,76,469.0,36.0,Does not apply,False,714,22.08,21.240942028985508,False,38.228155339805824,67.0,8.0,107.0,106.0,106.0,106.33333333333333,W7 2NR,,,,,,,,,,,,,,,,,,,,,,,,"Lower Boston Road, Hanwell, London, W7 2NR"
1054,44,Darrick Wood Junior School,Bromley,142697,7 to 11,95,377.0,8.0,Does not apply,False,715,15.4,24.48051948051948,False,38.15533980582524,65.0,12.0,106.0,106.0,106.0,106.0,BR6 8ER,,,,,,,,,,,,,,,,,,,,,,,,"Lovibonds Avenue, Orpington, BR6 8ER"
1055,33,Christ Church Primary SW9,Lambeth,100610,3 to 11,26,153.0,65.0,Church of England,True,,10.06,15.208747514910536,False,38.14927184466019,73.0,0.0,107.0,105.0,108.0,106.66666666666667,SW9 6HN,,,,,,,,,,,,,,,,,,,,,,,,"Cancell Road, North Brixton, London, SW9 6HN"
1056,28,Gospel Oak Primary School,Camden,100025,3 to 11,57,424.0,54.0,Does not apply,False,716,22.5,18.844444444444445,False,38.04004854368932,68.0,5.0,107.0,105.0,108.0,106.66666666666667,NW3 2JB,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield Road, London, NW3 2JB"
1057,61,Edgware Primary School,Barnet,101277,3 to 11,60,448.0,53.0,Does not apply,False,717,18.91,23.6911686938128,False,37.99150485436893,69.0,7.0,107.0,105.0,107.0,106.33333333333333,HA8 9AB,,,,,,,,,,,,,,,,,,,,,,,,"Heming Road, Edgware, HA8 9AB"
1058,40,Coston Primary School,Ealing,101879,3 to 11,60,454.0,35.0,Does not apply,False,718,25.31,17.937574081390757,False,37.98543689320388,58.0,7.0,107.0,106.0,108.0,107.0,UB6 9JU,,,,,,,,,,,,,,,,,,,,,,,,"Oldfield Lane South, Greenford, UB6 9JU"
1059,36,Mandeville Primary School,Hackney,100261,2 to 11,37,275.0,81.0,Does not apply,False,719,16.54,16.626360338573157,False,37.97330097087379,78.0,11.0,107.0,103.0,104.0,104.66666666666667,E5 0BT,,,,,,,,,,,,,,,,,,,,,,,,"Oswald Street, Hackney, London, E5 0BT"
1060,27,Newfield Primary School,Brent,101522,3 to 11,31,246.0,55.0,Does not apply,False,720,13.0,18.923076923076923,False,37.96116504854369,74.0,3.0,106.0,107.0,106.0,106.33333333333333,NW10 3UD,,,,,,,,,,,,,,,,,,,,,,,,"Longstone Avenue, Willesden, London, NW10 3UD"
1061,33,St Faith's CofE Primary School,Wandsworth,101043,3 to 11,19,172.0,42.0,Church of England,True,,8.2,20.975609756097562,False,37.93082524271845,74.0,11.0,106.0,105.0,105.0,105.33333333333333,SW18 1AE,,,,,,,,,,,,,,,,,,,,,,,,"Alma Road, East Hill, London, SW18 1AE"
1062,28,Elsley Primary School,Brent,101519,3 to 11,103,808.0,20.0,Does not apply,False,721,41.6,19.423076923076923,False,37.90655339805825,68.0,5.0,105.0,107.0,108.0,106.66666666666667,HA9 6HT,,,,,,,,,,,,,,,,,,,,,,,,"Tokyngton Avenue, Wembley, HA9 6HT"
1063,21,St Clement and St James CofE Primary School,Kensington and Chelsea,100495,4 to 11,21,126.0,62.0,Church of England,True,,10.0,12.6,True,37.88228155339806,71.0,5.0,107.0,106.0,106.0,106.33333333333333,W11 4PG,,,,,,,,,,,,,,,,,,,,,,,,"Penzance Place, London, W11 4PG"
1064,43,Chisenhale Primary School,Tower Hamlets,100896,3 to 11,41,321.0,59.0,Does not apply,False,722,19.6,16.377551020408163,False,37.81553398058253,61.0,10.0,107.0,107.0,105.0,106.33333333333333,E3 5QY,,,,,,,,,,,,,,,,,,,,,,,,"Chisenhale Road, Bow, Chisenhale Rd, London, E3 5QY"
1065,31,Oriel Academy West London,Hounslow,140158,3 to 11,55,369.0,40.0,Does not apply,False,723,18.2,20.274725274725274,False,37.773058252427184,71.0,15.0,104.0,106.0,105.0,105.0,TW13 6QQ,,,,,,,,,,,,,,,,,,,,,,,,"Hounslow Road, Hanworth, Feltham, TW13 6QQ"
1066,29,Harlyn Primary School,Hillingdon,102383,3 to 11,55,401.0,24.0,Does not apply,False,724,21.27,18.852844381758345,False,37.74271844660194,60.0,9.0,106.0,106.0,108.0,106.66666666666667,HA5 2DR,,,,,,,,,,,,,,,,,,,,,,,,"Tolcarne Drive, Pinner, Middlesex, HA5 2DR"
1067,21,Green Lane Primary and Nursery School,Kingston upon Thames,146127,3 to 11,48,408.0,27.0,Does not apply,False,725,18.7,21.81818181818182,False,37.675970873786405,63.0,4.0,108.0,106.0,107.0,107.0,KT4 8AS,,,,,,,,,,,,,,,,,,,,,,,,"Green Lane, Worcester Park, KT4 8AS"
1068,39,Downsell Primary School,Waltham Forest,103044,3 to 11,59,438.0,41.0,Does not apply,False,726,17.6,24.886363636363633,False,37.64563106796117,66.0,15.0,106.0,106.0,104.0,105.33333333333333,E15 2BS,,,,,,,,,,,,,,,,,,,,,,,,"Downsell Road, Leyton, London, E15 2BS"
1069,29,Oakington Manor Primary School,Brent,142718,3 to 11,88,662.0,34.0,None,False,727,37.8,17.513227513227516,False,37.633495145631066,63.0,5.0,106.0,106.0,109.0,107.0,HA9 6NF,,,,,,,,,,,,,,,,,,,,,,,,"Oakington Manor Drive, Wembley, HA9 6NF"
1070,47,De Lucy Primary School,Greenwich,100152,3 to 11,51,288.0,49.0,Does not apply,False,728,15.2,18.947368421052634,False,37.603155339805824,76.0,12.0,105.0,105.0,105.0,105.0,SE2 9PD,,,,,,,,,,,,,,,,,,,,,,,,"Cookhill Road, Abbey Wood, London, SE2 9PD"
1071,37,Shoreditch Park Primary School,Hackney,100245,3 to 11,54,438.0,69.0,Does not apply,False,729,26.4,16.590909090909093,False,37.57281553398058,63.0,19.0,106.0,104.0,106.0,105.33333333333333,N1 5JN,,,,,,,,,,,,,,,,,,,,,,,,"Bridport Place, London, N1 5JN"
1072,27,Norbury School,Harrow,102222,3 to 11,77,663.0,26.0,Does not apply,False,730,29.84,22.218498659517426,False,37.554611650485434,60.0,3.0,107.0,106.0,109.0,107.33333333333333,HA1 1QQ,,,,,,,,,,,,,,,,,,,,,,,,"Welldon Crescent, Harrow, HA1 1QQ"
1073,36,Crawford Primary School,Southwark,100785,3 to 11,54,323.0,48.0,Does not apply,False,731,15.4,20.974025974025974,False,37.5242718446602,67.0,13.0,105.0,106.0,106.0,105.66666666666667,SE5 9NF,,,,,,,,,,,,,,,,,,,,,,,,"Crawford Road, London, SE5 9NF"
1074,30,Kilburn Grange School,Brent,141751,4 to 11,40,205.0,53.0,None,False,732,12.5,16.4,False,37.33616504854369,65.0,13.0,107.0,105.0,105.0,105.66666666666667,NW6 7UJ,,,,,,,,,,,,,,,,,,,,,,,,"Priory Park Road, Kilburn, Brent, London, NW6 7UJ"
1075,45,Hawes Down Primary School,Bromley,141784,4 to 11,67,443.0,13.0,Does not apply,False,733,22.6,19.601769911504423,False,37.324029126213595,66.0,7.0,108.0,106.0,105.0,106.33333333333333,BR4 0BA,,,,,,,,,,,,,,,,,,,,,,,,"The Mead, West Wickham, BR4 0BA"
1076,23,Hunters Hall Primary School,Barking and Dagenham,131844,3 to 11,74,602.0,27.0,Does not apply,False,734,28.52,21.107994389901823,False,37.226941747572816,72.0,11.0,107.0,104.0,105.0,105.33333333333333,RM10 8DE,,,,,,,,,,,,,,,,,,,,,,,,"Alibon Road, Hunters Hall Primary School, Dagenham, RM10 8DE"
1077,38,Woodberry Down Community Primary School,Hackney,100248,2 to 11,85,691.0,65.0,Does not apply,False,735,27.0,25.59259259259259,False,37.202669902912625,72.0,18.0,106.0,104.0,103.0,104.33333333333333,N4 1SY,,,,,,,,,,,,,,,,,,,,,,,,"Woodberry Grove, Finsbury Park, London, N4 1SY"
1078,40,Chase Lane Primary School,Waltham Forest,103032,3 to 11,86,676.0,23.0,Does not apply,False,736,28.6,23.636363636363637,False,37.17233009708738,69.0,9.0,106.0,105.0,107.0,106.0,E4 8LA,,,,,,,,,,,,,,,,,,,,,,,,"York Road, Chingford, London, E4 8LA"
1079,45,Tudor Academy,Croydon,140045,3 to 11,79,451.0,57.0,Does not apply,False,737,19.9,22.663316582914575,False,37.16019417475728,73.0,6.0,105.0,107.0,106.0,106.0,CR0 0PH,,,,,,,,,,,,,,,,,,,,,,,,"King Henry's Drive, New Addington, Croydon, CR0 0PH"
1080,33,Alma Primary School,Enfield,145984,2 to 11,49,448.0,55.0,Does not apply,False,738,25.8,17.364341085271317,False,37.16019417475728,73.0,6.0,105.0,107.0,106.0,106.0,EN3 4UQ,,,,,,,,,,,,,,,,,,,,,,,,"Alma Road, Ponders End, Enfield, EN3 4UQ"
1081,39,St John and St James CofE Primary School,Hackney,132137,3 to 11,29,223.0,66.0,Church of England,True,,13.12,16.996951219512198,False,37.15412621359223,69.0,14.0,105.0,104.0,107.0,105.33333333333333,E9 6DX,,,,,,,,,,,,,,,,,,,,,,,,"Isabella Road, Hackney, London, E9 6DX"
1082,37,Dulwich Wood Primary School,Southwark,100801,4 to 11,54,408.0,28.0,Does not apply,False,739,17.8,22.92134831460674,False,37.148058252427184,70.0,9.0,106.0,107.0,104.0,105.66666666666667,SE21 8NS,,,,,,,,,,,,,,,,,,,,,,,,"Bowen Drive, Kingswood Estate, West Dulwich, London, SE21 8NS"
1083,22,Clockhouse Primary School,Havering,102291,3 to 11,90,707.0,36.0,Does not apply,False,740,35.0,20.2,False,37.081310679611654,66.0,13.0,104.0,105.0,108.0,105.66666666666667,RM5 3QR,,,,,,,,,,,,,,,,,,,,,,,,"Clockhouse Lane, Collier Row, Romford, RM5 3QR"
1084,62,Wessex Gardens Primary School,Barnet,131617,2 to 11,30,239.0,47.0,Does not apply,False,741,13.6,17.573529411764707,False,37.0752427184466,63.0,7.0,105.0,107.0,108.0,106.66666666666667,NW11 9RR,,,,,,,,,,,,,,,,,,,,,,,,"Wessex Gardens, Golders Green, London, NW11 9RR"
1085,63,Underhill School,Barnet,101301,2 to 11,91,462.0,48.0,Does not apply,False,742,25.4,18.188976377952756,False,37.06310679611651,68.0,14.0,105.0,106.0,105.0,105.33333333333333,EN5 2LZ,,,,,,,,,,,,,,,,,,,,,,,,"Mays Lane, Barnet, EN5 2LZ"
1086,34,Sellincourt Primary School,Wandsworth,101019,3 to 11,46,391.0,39.0,Does not apply,False,743,21.0,18.61904761904762,False,36.984223300970875,72.0,7.0,106.0,105.0,107.0,106.0,SW17 9SA,,,,,,,,,,,,,,,,,,,,,,,,"Sellincourt Road, Tooting, London, SW17 9SA"
1087,34,Oakthorpe Primary School,Enfield,131407,4 to 11,77,454.0,29.0,Does not apply,False,744,25.5,17.80392156862745,False,36.984223300970875,61.0,6.0,105.0,106.0,110.0,107.0,N13 6BY,,,,,,,,,,,,,,,,,,,,,,,,"Tile Kiln Lane, London, N13 6BY"
1088,23,Towers Junior School,Havering,102313,7 to 11,80,352.0,18.0,Does not apply,False,745,15.6,22.564102564102566,False,36.978155339805824,66.0,18.0,106.0,105.0,104.0,105.0,RM11 1PD,,,,,,,,,,,,,,,,,,,,,,,,"Windsor Road, Hornchurch, RM11 1PD"
1089,40,Winston Way Academy,Redbridge,143617,3 to 11,55,613.0,35.0,Does not apply,False,746,28.6,21.433566433566433,False,36.96601941747573,75.0,11.0,105.0,106.0,104.0,105.0,IG1 2WS,,,,,,,,,,,,,,,,,,,,,,,,"Winston Way, Ilford, IG1 2WS"
1090,48,Invicta Primary School,Greenwich,100134,3 to 11,104,762.0,29.0,Does not apply,False,747,39.95,19.073842302878596,False,36.95995145631068,61.0,15.0,106.0,106.0,105.0,105.66666666666667,SE3 7HE,,,,,,,,,,,,,,,,,,,,,,,,"Invicta Road, Greenwich, London, SE3 7HE"
1091,24,The Mawney Foundation School,Havering,131426,3 to 11,84,658.0,37.0,None,False,748,29.73,22.132526067944838,False,36.8628640776699,67.0,10.0,105.0,106.0,107.0,106.0,RM7 7HR,,,,,,,,,,,,,,,,,,,,,,,,"Mawney Road, Romford, RM7 7HR"
1092,35,Beatrix Potter Primary School,Wandsworth,100997,3 to 11,31,348.0,35.0,Does not apply,False,749,16.7,20.838323353293415,False,36.70509708737864,71.0,6.0,108.0,105.0,105.0,106.0,SW18 3ER,,,,,,,,,,,,,,,,,,,,,,,,"Magdalen Road, Earlsfield, London, SW18 3ER"
1093,36,St Saviour's Catholic Primary School,Lewisham,100733,3 to 11,28,209.0,43.0,Roman Catholic,True,,10.0,20.9,False,36.6868932038835,57.0,7.0,106.0,105.0,110.0,107.0,SE13 6AL,,,,,,,,,,,,,,,,,,,,,,,,"10 Bonfield Road, Lewisham, London, SE13 6AL"
1094,36,Albemarle Primary School,Wandsworth,101032,3 to 11,45,366.0,40.0,None,False,750,21.6,16.944444444444443,False,36.547330097087375,49.0,7.0,108.0,106.0,107.0,107.0,SW19 6JP,,,,,,,,,,,,,,,,,,,,,,,,"Princes Way, London, SW19 6JP"
1095,34,Kingswood Primary School,Lambeth,100574,3 to 11,71,414.0,51.0,Does not apply,False,751,21.6,19.166666666666664,False,36.45631067961165,66.0,15.0,106.0,104.0,106.0,105.33333333333333,SE27 9RD,,,,,,,,,,,,,,,,,,,,,,,,"Gipsy Road, London, SE27 9RD"
1096,38,Crampton Primary,Southwark,100784,4 to 11,26,193.0,42.0,Does not apply,False,752,11.4,16.929824561403507,False,36.41990291262136,62.0,8.0,107.0,107.0,105.0,106.33333333333333,SE17 3LE,,,,,,,,,,,,,,,,,,,,,,,,"Iliffe Street, Walworth, London, SE17 3LE"
1097,46,Orion Blenheim,Bromley,145073,3 to 11,28,205.0,50.0,Does not apply,False,753,9.0,22.77777777777778,False,36.41990291262136,71.0,7.0,105.0,106.0,107.0,106.0,BR6 9BH,,,,,,,,,,,,,,,,,,,,,,,,"Blenheim Road, Orpington, BR6 9BH"
1098,39,Goodrich Community Primary School,Southwark,100790,3 to 11,54,466.0,26.0,Does not apply,False,754,28.59,16.299405386498776,False,36.407766990291265,59.0,7.0,109.0,105.0,106.0,106.66666666666667,SE22 0EP,,,,,,,,,,,,,,,,,,,,,,,,"Dunstans Road, East Dulwich, London, SE22 0EP"
1099,33,Abbotsbury Primary School,Merton,102649,3 to 11,55,381.0,49.0,Does not apply,False,755,19.26,19.781931464174452,False,36.359223300970875,58.0,5.0,106.0,108.0,107.0,107.0,SM4 5JS,,,,,,,,,,,,,,,,,,,,,,,,"Abbotsbury Road, Morden, SM4 5JS"
1100,29,Barrington Primary School,Bexley,143868,4 to 11,34,208.0,9.0,Does not apply,False,756,9.3,22.36559139784946,False,36.29247572815534,62.0,12.0,106.0,105.0,107.0,106.0,DA7 4UN,,,,,,,,,,,,,,,,,,,,,,,,"Barrington Road, Bexleyheath, DA7 4UN"
1101,41,North Primary School,Ealing,101884,4 to 11,55,387.0,27.0,Does not apply,False,757,20.0,19.35,False,36.25606796116505,67.0,9.0,106.0,106.0,106.0,106.0,UB1 2JE,,,,,,,,,,,,,,,,,,,,,,,,"Meadow Road, Southall, UB1 2JE"
1102,50,Maryland Primary School,Newham,102730,3 to 11,39,390.0,41.0,Does not apply,False,758,22.0,17.727272727272727,False,36.17718446601942,64.0,13.0,105.0,106.0,106.0,105.66666666666667,E15 1SL,,,,,,,,,,,,,,,,,,,,,,,,"Gurney Road, London, E15 1SL"
1103,30,St Michael's East Wickham Church of England Primary School,Bexley,144889,3 to 11,28,212.0,11.0,Church of England,True,,10.4,20.384615384615383,False,36.10436893203883,61.0,18.0,106.0,104.0,106.0,105.33333333333333,DA16 1LS,,,,,,,,,,,,,,,,,,,,,,,,"Wrotham Road, Welling, DA16 1LS"
1104,32,Green Dragon Primary School,Hounslow,132266,3 to 11,57,401.0,42.0,Does not apply,False,759,18.92,21.194503171247355,False,35.69781553398058,60.0,7.0,106.0,106.0,108.0,106.66666666666667,TW8 0BJ,,,,,,,,,,,,,,,,,,,,,,,,"North Road, Brentford, TW8 0BJ"
1105,44,Lawdale Junior School,Tower Hamlets,100907,7 to 11,54,207.0,67.0,Does not apply,False,760,13.2,15.681818181818183,False,35.637135922330096,70.0,2.0,107.0,107.0,105.0,106.33333333333333,E2 6LS,,,,,,,,,,,,,,,,,,,,,,,,"Mansford Street, Bethnal Green, London, E2 6LS"
1106,34,St Mary's Priory RC Junior School,Haringey,102145,7 to 11,33,142.0,64.0,Roman Catholic,True,,4.11,34.54987834549878,False,35.58252427184466,76.0,15.0,104.0,105.0,103.0,104.0,N15 5RE,,,,,,,,,,,,,,,,,,,,,,,,"Hermitage Road, LONDON, N15 5RE"
1107,29,Richard Cobden Primary School,Camden,100022,3 to 11,40,379.0,70.0,Does not apply,False,761,22.1,17.149321266968325,False,35.540048543689316,78.0,5.0,107.0,104.0,105.0,105.33333333333333,NW1 0LL,,,,,,,,,,,,,,,,,,,,,,,,"Camden Street, London, NW1 0LL"
1108,41,Newbury Park Primary School,Redbridge,102812,3 to 11,93,822.0,26.0,Does not apply,False,762,36.02,22.820655191560242,False,35.53398058252427,61.0,3.0,107.0,106.0,108.0,107.0,IG2 7LB,,,,,,,,,,,,,,,,,,,,,,,,"Perryman's Farm Road, Barkingside, Ilford, IG2 7LB"
