rank,borough_rank,school_name,borough,school_urn,age_range,eligible_pupils,total_pupils,fsm_percent,religious_denomination,is_faith_school,non_faith_rank,fte_all_teachers,pupils_per_teacher,anomalous_low_ptr,composite_score,expected_rwm,higher_rwm,reading_score,maths_score,gps_score,mean_scaled_score,postcode,latitude,longitude,lsoa_code,lsoa_name,terrace_sales_count_2y_0_5mi,terrace_avg_price_2y_0_5mi,terrace_median_price_2y_0_5mi,family_area_rating,area_safety_percentile,imd_lower_deprivation_percentile,imd_rank,imd_decile,imd_score,imd_lsoa_name,imd_local_authority,recent_family_crime_weighted_count_1mi,recent_crime_total_count_1mi,recent_crime_month,catchment_radius_m,catchment_source_year,catchment_source_name,catchment_source_url,catchment_note,full_address
936,27,Hackbridge Primary School,Sutton,102969,3 to 11,89,824.0,30.0,Does not apply,False,627,36.59,22.519814156873462,False,44.49029126213592,71.0,7.0,107.0,107.0,107.0,107.0,SM6 7AX,,,,,,,,,,,,,,,,,,,,,,,,"Hackbridge Road, Wallington, SM6 7AX"
937,39,Langley Park Primary School,Bromley,142897,4 to 11,59,400.0,14.0,None,False,628,20.2,19.801980198019802,False,44.45388349514563,71.0,12.0,107.0,106.0,106.0,106.33333333333333,BR3 3FG,,,,,,,,,,,,,,,,,,,,,,,,"Hawksbrook Lane, Beckenham, BR3 3FG"
938,17,Drapers' Maylands Primary School,Havering,141549,3 to 11,39,361.0,33.0,None,False,629,17.8,20.280898876404493,False,44.44781553398058,77.0,3.0,105.0,107.0,109.0,107.0,RM3 9XR,,,,,,,,,,,,,,,,,,,,,,,,"Settle Road, Romford, RM3 9XR"
939,21,Upland Primary School,Bexley,143432,0 to 11,60,443.0,8.0,Does not apply,False,630,20.43,21.683798335780715,False,44.435679611650485,62.0,18.0,108.0,104.0,107.0,106.33333333333333,DA7 4DG,,,,,,,,,,,,,,,,,,,,,,,,"Church Road, Bexleyheath, DA7 4DG"
940,20,Ashmount Primary School,Islington,100432,3 to 11,44,395.0,52.0,Does not apply,False,631,17.59,22.455940875497443,False,44.435679611650485,61.0,18.0,107.0,107.0,105.0,106.33333333333333,N8 9EG,,,,,,,,,,,,,,,,,,,,,,,,"Crouch Hill Park, 83 Crouch Hill, London, N8 9EG"
941,42,St Margaret's Church of England Primary School,Greenwich,100170,3 to 11,39,215.0,18.0,Church of England,True,,12.69,16.9424743892829,False,44.32038834951456,67.0,15.0,107.0,105.0,107.0,106.33333333333333,SE18 7RL,,,,,,,,,,,,,,,,,,,,,,,,"St Margaret's Grove, Plumstead, London, SE18 7RL"
942,26,St John's Walham Green Church of England Primary School,Hammersmith and Fulham,100349,3 to 11,44,394.0,25.0,Church of England,True,,22.33,17.644424540976267,False,44.25970873786408,66.0,16.0,106.0,106.0,107.0,106.33333333333333,SW6 6AS,,,,,,,,,,,,,,,,,,,,,,,,"Filmer Road, Fulham, London, SW6 6AS"
943,36,Gifford Primary School,Ealing,101898,3 to 11,120,911.0,51.0,Does not apply,False,632,43.0,21.186046511627907,False,44.25970873786408,72.0,12.0,106.0,105.0,108.0,106.33333333333333,UB5 6BU,,,,,,,,,,,,,,,,,,,,,,,,"Greenhill Gardens, Northolt, UB5 6BU"
944,18,St Patrick's Catholic Primary School,Havering,102331,4 to 11,55,406.0,15.0,Roman Catholic,True,,18.46,21.99349945828819,False,44.22330097087379,75.0,4.0,107.0,106.0,108.0,107.0,RM5 2AP,,,,,,,,,,,,,,,,,,,,,,,,"Lowshoe Lane, Collier Row, Romford, RM5 2AP"
945,23,Stag Lane Primary School,Harrow,102209,3 to 11,104,874.0,29.0,Does not apply,False,633,35.05,24.9358059914408,False,44.192961165048544,69.0,11.0,105.0,107.0,108.0,106.66666666666667,HA8 5RU,,,,,,,,,,,,,,,,,,,,,,,,"Collier Drive, Edgware, HA8 5RU"
946,38,Solebay Primary - A Paradigm Academy,Tower Hamlets,138276,3 to 11,23,188.0,61.0,None,False,634,10.4,18.076923076923077,False,44.15655339805825,78.0,9.0,107.0,106.0,105.0,106.0,E1 4PW,,,,,,,,,,,,,,,,,,,,,,,,"11 Solebay Street, London, E1 4PW"
947,25,William Morris Primary School,Merton,102661,3 to 11,30,280.0,47.0,Does not apply,False,635,13.93,20.100502512562816,False,44.101941747572816,67.0,7.0,107.0,106.0,109.0,107.33333333333333,CR4 1PJ,,,,,,,,,,,,,,,,,,,,,,,,"Recreation Way, Mitcham, CR4 1PJ"
948,30,Freezywater St George's CofE VA Primary School,Enfield,102031,3 to 11,28,218.0,46.0,Church of England,True,,8.2,26.58536585365854,False,44.05339805825243,64.0,4.0,107.0,106.0,111.0,108.0,EN3 6NR,,,,,,,,,,,,,,,,,,,,,,,,"Hertford Road, Freezywater St. George's Ce Va Primary School, Enfield, EN3 6NR"
949,33,St Winifred's RC Primary School,Lewisham,142456,3 to 11,49,383.0,31.0,Roman Catholic,True,,19.07,20.08390141583639,False,43.9745145631068,59.0,16.0,107.0,105.0,108.0,106.66666666666667,SE12 0SJ,,,,,,,,,,,,,,,,,,,,,,,,"Newstead Road, Lee, London, SE12 0SJ"
950,37,Willow Tree Primary School,Ealing,101902,3 to 11,62,450.0,56.0,Does not apply,False,636,26.71,16.847622613253463,False,43.96844660194175,66.0,13.0,106.0,105.0,109.0,106.66666666666667,UB5 5FE,,,,,,,,,,,,,,,,,,,,,,,,"Priors Farm Lane, Northolt, UB5 5FE"
951,35,St Joseph's Catholic Junior School,Waltham Forest,103086,7 to 11,28,125.0,32.0,Roman Catholic,True,,6.6,18.93939393939394,False,43.89563106796117,43.0,7.0,109.0,108.0,107.0,108.0,E10 5DX,,,,,,,,,,,,,,,,,,,,,,,,"150 Vicarage Road, Leyton, London, E10 5DX"
952,19,St Mary's Catholic Primary School,Havering,102329,4 to 11,60,419.0,10.0,Roman Catholic,True,,19.7,21.269035532994923,False,43.76820388349515,68.0,8.0,107.0,107.0,107.0,107.0,RM12 4TL,,,,,,,,,,,,,,,,,,,,,,,,"Hornchurch Road, Hornchurch, RM12 4TL"
953,27,Edward Pauling Primary School,Hounslow,102514,3 to 11,56,415.0,30.0,Does not apply,False,637,19.6,21.1734693877551,False,43.70145631067962,68.0,14.0,106.0,105.0,108.0,106.33333333333333,TW13 4TQ,,,,,,,,,,,,,,,,,,,,,,,,"Redford Close, Feltham, TW13 4TQ"
954,26,Hatfeild Primary School,Merton,102632,3 to 11,41,355.0,15.0,Does not apply,False,638,23.1,15.367965367965366,False,43.65291262135923,63.0,2.0,109.0,106.0,109.0,108.0,SM4 4SJ,,,,,,,,,,,,,,,,,,,,,,,,"Lower Morden Lane, Morden, SM4 4SJ"
955,35,St Richard's Church of England Primary School,Richmond upon Thames,102907,2 to 11,30,182.0,47.0,Church of England,True,,10.1,18.01980198019802,False,43.640776699029125,70.0,7.0,107.0,106.0,108.0,107.0,TW10 7NL,,,,,,,,,,,,,,,,,,,,,,,,"Ashburnham Road, Ham, Richmond, TW10 7NL"
956,20,St Peter's Catholic Primary School,Havering,102335,4 to 11,60,405.0,13.0,Roman Catholic,True,,18.0,22.5,False,43.574029126213595,68.0,13.0,107.0,106.0,106.0,106.33333333333333,RM1 4JA,,,,,,,,,,,,,,,,,,,,,,,,"Dorset Avenue, Romford, RM1 4JA"
957,23,Chalkhill Primary School,Brent,101526,3 to 11,59,447.0,37.0,Does not apply,False,639,21.19,21.094856064181215,False,43.56189320388349,66.0,0.0,107.0,107.0,110.0,108.0,HA9 9YP,,,,,,,,,,,,,,,,,,,,,,,,"Barnhill Road, Brent, Wembley, HA9 9YP"
958,43,Heronsgate Primary School,Greenwich,100158,3 to 11,100,748.0,39.0,Does not apply,False,640,33.93,22.045387562628942,False,43.55582524271844,77.0,7.0,107.0,106.0,106.0,106.33333333333333,SE28 0EA,,,,,,,,,,,,,,,,,,,,,,,,"Whinchat Road, London, SE28 0EA"
959,31,Southwark Park Primary School,Southwark,100812,3 to 11,59,397.0,53.0,Does not apply,False,641,24.18,16.41852770885029,False,43.53155339805825,76.0,2.0,107.0,106.0,108.0,107.0,SE16 2JH,,,,,,,,,,,,,,,,,,,,,,,,"383 Southwark Park Road, Bermondsey, Southwark, London, SE16 2JH"
960,32,Victory Primary School,Southwark,100815,3 to 11,19,117.0,79.0,Does not apply,False,642,6.51,17.972350230414747,False,43.5133495145631,74.0,5.0,106.0,105.0,110.0,107.0,SE17 1PT,,,,,,,,,,,,,,,,,,,,,,,,"Elba Place, Rodney Road, London, SE17 1PT"
961,22,Old Bexley Church of England School,Bexley,142228,3 to 11,109,663.0,6.0,Church of England,True,,26.95,24.601113172541744,False,43.38592233009709,66.0,14.0,107.0,106.0,106.0,106.33333333333333,DA5 3JR,,,,,,,,,,,,,,,,,,,,,,,,"Hurst Road, Bexley, DA5 3JR"
962,40,Farnborough Primary School,Bromley,140449,5 to 11,35,210.0,14.0,Does not apply,False,643,8.7,24.13793103448276,False,43.38592233009709,66.0,14.0,107.0,106.0,106.0,106.33333333333333,BR6 7EQ,,,,,,,,,,,,,,,,,,,,,,,,"Farnborough Hill, Farnborough, Orpington, BR6 7EQ"
963,23,Mayplace Primary School,Bexley,141114,3 to 11,89,643.0,28.0,Does not apply,False,644,31.03,20.72188204962939,False,43.355582524271846,66.0,15.0,106.0,105.0,108.0,106.33333333333333,DA7 6EQ,,,,,,,,,,,,,,,,,,,,,,,,"Woodside Road, Barnehurst, DA7 6EQ"
964,28,Julian's School,Lambeth,100602,3 to 11,117,947.0,29.0,None,False,645,45.6,20.767543859649123,False,43.349514563106794,64.0,15.0,107.0,106.0,106.0,106.33333333333333,SE27 0JF,,,,,,,,,,,,,,,,,,,,,,,,"16 Wolfington Road, West Norwood, London, SE27 0JF"
965,39,Fairchildes Primary School,Croydon,140717,2 to 11,61,486.0,54.0,Does not apply,False,646,20.91,23.242467718794835,False,43.34344660194175,70.0,12.0,105.0,107.0,107.0,106.33333333333333,CR0 0AH,,,,,,,,,,,,,,,,,,,,,,,,"Fairchildes Avenue, New Addington, Croydon, CR0 0AH"
966,30,West Green Primary School,Haringey,102115,4 to 11,28,208.0,57.0,Does not apply,False,647,10.55,19.715639810426538,False,43.307038834951456,71.0,11.0,106.0,107.0,106.0,106.33333333333333,N15 3RT,,,,,,,,,,,,,,,,,,,,,,,,"Woodlands Park Road, Tottenham, London, N15 3RT"
967,39,Cayley Primary School,Tower Hamlets,100894,3 to 11,74,432.0,68.0,Does not apply,False,648,27.29,15.8299743495786,False,43.25849514563107,70.0,7.0,105.0,107.0,109.0,107.0,E14 7NG,,,,,,,,,,,,,,,,,,,,,,,,"Aston Street, Stepney, London, E14 7NG"
968,19,The James Cambell Primary School,Barking and Dagenham,144280,3 to 11,91,627.0,47.0,Does not apply,False,649,30.72,20.41015625,False,43.22208737864078,66.0,12.0,106.0,106.0,108.0,106.66666666666667,RM9 6TD,,,,,,,,,,,,,,,,,,,,,,,,"Langley Crescent, Dagenham, RM9 6TD"
969,32,St Scholastica's Catholic Primary School,Hackney,100274,3 to 11,23,185.0,78.0,Roman Catholic,True,,10.0,18.5,False,43.09466019417476,61.0,22.0,107.0,104.0,107.0,106.0,E5 8BS,,,,,,,,,,,,,,,,,,,,,,,,"Kenninghall Road, Clapton, London, E5 8BS"
970,29,St Luke's Church of England Primary School,Lambeth,145616,3 to 11,24,180.0,71.0,Church of England,True,,9.6,18.75,False,43.04004854368932,71.0,17.0,106.0,104.0,107.0,105.66666666666667,SE27 0DZ,,,,,,,,,,,,,,,,,,,,,,,,"Linton Grove, West Norwood, London, SE27 0DZ"
971,37,Barley Lane Primary School,Redbridge,102840,3 to 11,106,861.0,25.0,Does not apply,False,650,41.38,20.807153214113097,False,43.02791262135922,68.0,8.0,106.0,106.0,109.0,107.0,RM6 4RJ,,,,,,,,,,,,,,,,,,,,,,,,"Huxley Drive, Chadwell Heath, Romford, RM6 4RJ"
972,24,Hook Lane Primary School,Bexley,147240,3 to 11,60,452.0,25.0,Does not apply,False,651,20.2,22.37623762376238,False,42.97330097087379,73.0,7.0,106.0,107.0,107.0,106.66666666666667,DA16 2ET,,,,,,,,,,,,,,,,,,,,,,,,"Faraday Road, Welling, DA16 2ET"
973,28,Wood Field Primary School,Sutton,149360,4 to 11,128,680.0,17.0,None,False,652,42.96,15.828677839851023,False,42.967233009708735,62.0,5.0,107.0,108.0,108.0,107.66666666666667,SM5 3HW,,,,,,,,,,,,,,,,,,,,,,,,"Stanley Park Road, Carshalton, SM5 3HW"
974,30,Heathbrook Primary School,Lambeth,100566,3 to 11,58,393.0,57.0,Does not apply,False,653,22.1,17.78280542986425,False,42.82160194174757,76.0,9.0,108.0,106.0,103.0,105.66666666666667,SW8 3EH,,,,,,,,,,,,,,,,,,,,,,,,"St Rule Street, London, SW8 3EH"
975,31,Harris Primary Academy Coleraine Park,Haringey,138446,3 to 11,61,435.0,41.0,None,False,654,26.0,16.73076923076923,False,42.730582524271846,74.0,13.0,107.0,105.0,105.0,105.66666666666667,N17 9XT,,,,,,,,,,,,,,,,,,,,,,,,"Glendish Road, Tottenham, London, N17 9XT"
976,25,St Augustine of Canterbury CofE Primary School,Bexley,139213,4 to 11,27,195.0,37.0,Church of England,True,,9.0,21.666666666666668,False,42.62742718446602,74.0,15.0,106.0,106.0,104.0,105.33333333333333,DA17 5HP,,,,,,,,,,,,,,,,,,,,,,,,"St Augustine's Road, Belvedere, DA17 5HP"
977,31,Galliard Primary School,Enfield,146862,2 to 11,77,706.0,57.0,Does not apply,False,655,30.9,22.84789644012945,False,42.560679611650485,73.0,12.0,106.0,105.0,107.0,106.0,N9 7PE,,,,,,,,,,,,,,,,,,,,,,,,"Galliard Road, Edmonton, London, N9 7PE"
978,59,Colindale Primary School,Barnet,101269,2 to 11,87,723.0,29.0,Does not apply,False,656,31.94,22.636192861615527,False,42.487864077669904,60.0,11.0,107.0,106.0,108.0,107.0,NW9 6DT,,,,,,,,,,,,,,,,,,,,,,,,"Clovelly Avenue, Colindale, London, NW9 6DT"
979,21,Rotherfield Primary School,Islington,131740,3 to 11,42,302.0,60.0,Does not apply,False,657,15.6,19.358974358974358,False,42.44538834951456,74.0,10.0,107.0,106.0,105.0,106.0,N1 3EE,,,,,,,,,,,,,,,,,,,,,,,,"Rotherfield Street, Islington, London, N1 3EE"
980,33,Millfields Community School,Hackney,100231,3 to 11,78,635.0,35.0,Does not apply,False,658,31.6,20.094936708860757,False,42.366504854368934,69.0,13.0,108.0,105.0,105.0,106.0,E5 0SH,,,,,,,,,,,,,,,,,,,,,,,,"Hilsea Street, Hackney, London, E5 0SH"
981,26,Belvedere Junior School,Bexley,139115,7 to 11,76,337.0,38.0,Does not apply,False,659,13.1,25.72519083969466,False,42.33009708737864,71.0,5.0,106.0,107.0,108.0,107.0,DA17 6AA,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell Close, Belvedere, DA17 6AA"
982,24,St John's CofE School,Harrow,134929,3 to 11,42,280.0,40.0,Church of England,True,,14.8,18.91891891891892,False,42.251213592233015,74.0,2.0,107.0,106.0,108.0,107.0,HA7 3FD,,,,,,,,,,,,,,,,,,,,,,,,"127 Stanmore Hill, Stanmore, HA7 3FD"
983,34,Springfield Community Primary School,Hackney,121792,3 to 11,21,213.0,38.0,Does not apply,False,660,10.39,20.5004812319538,False,42.245145631067956,71.0,19.0,105.0,106.0,105.0,105.33333333333333,N16 6DH,,,,,,,,,,,,,,,,,,,,,,,,"Castlewood Road, Hackney, London, N16 6DH"
984,40,Castle Hill Academy,Croydon,145131,3 to 11,38,275.0,68.0,None,False,661,17.0,16.176470588235293,False,42.23300970873786,58.0,11.0,108.0,104.0,109.0,107.0,CR0 0RJ,,,,,,,,,,,,,,,,,,,,,,,,"Dunley Drive, New Addington, Croydon, CR0 0RJ"
985,44,Christ Church Church of England Primary School,Greenwich,100165,4 to 11,17,154.0,65.0,Church of England,True,,15.4,10.0,True,42.16019417475728,65.0,6.0,107.0,106.0,109.0,107.33333333333333,SE10 0DZ,,,,,,,,,,,,,,,,,,,,,,,,"45 Commerell Street, Greenwich, London, SE10 0DZ"
986,40,Kobi Nazrul Primary School,Tower Hamlets,100940,3 to 11,30,239.0,53.0,Does not apply,False,662,9.8,24.387755102040813,False,42.008495145631066,70.0,3.0,105.0,107.0,110.0,107.33333333333333,E1 1JP,,,,,,,,,,,,,,,,,,,,,,,,"Settles Street, Whitechapel, Kobi Nazrul Primary School, London, E1 1JP"
987,46,Portway Primary School,Newham,142632,1 to 11,63,547.0,56.0,Does not apply,False,663,27.37,19.985385458531237,False,41.97815533980583,76.0,17.0,106.0,104.0,105.0,105.0,E13 0JW,,,,,,,,,,,,,,,,,,,,,,,,"Stratford Road, Plaistow, London, E13 0JW"
988,41,The Minster Junior School,Croydon,149113,7 to 11,83,339.0,42.0,Church of England,True,,14.02,24.179743223965765,False,41.94174757281554,70.0,10.0,107.0,106.0,106.0,106.33333333333333,CR0 4BH,,,,,,,,,,,,,,,,,,,,,,,,"Warrington Road, Croydon, CR0 4BH"
989,25,Marlborough Primary School,Harrow,102186,3 to 11,81,648.0,19.0,Does not apply,False,664,26.92,24.071322436849925,False,41.94174757281554,68.0,9.0,105.0,108.0,107.0,106.66666666666667,HA1 1UJ,,,,,,,,,,,,,,,,,,,,,,,,"Marlborough Hill, Harrow, HA1 1UJ"
990,38,Cranbrook Primary School,Redbridge,131625,3 to 11,106,858.0,24.0,Does not apply,False,665,37.2,23.064516129032256,False,41.93567961165049,70.0,5.0,107.0,106.0,108.0,107.0,IG1 3PS,,,,,,,,,,,,,,,,,,,,,,,,"The Drive, Ilford, IG1 3PS"
991,18,Ashburnham Community School,Kensington and Chelsea,100477,3 to 11,28,152.0,68.0,Does not apply,False,666,12.6,12.063492063492063,True,41.92961165048544,64.0,14.0,106.0,106.0,107.0,106.33333333333333,SW10 0DT,,,,,,,,,,,,,,,,,,,,,,,,"17 Blantyre Street, London, SW10 0DT"
992,20,Henry Green Primary School,Barking and Dagenham,101229,3 to 11,60,467.0,43.0,Does not apply,False,667,21.0,22.238095238095237,False,41.692961165048544,77.0,7.0,108.0,105.0,105.0,106.0,RM8 1UR,,,,,,,,,,,,,,,,,,,,,,,,"Green Lane, Dagenham, RM8 1UR"
993,36,The Woodside Primary Academy,Waltham Forest,139016,2 to 11,139,1285.0,47.0,Does not apply,False,668,53.46,24.036662925551813,False,41.6747572815534,69.0,11.0,106.0,106.0,107.0,106.33333333333333,E17 3JX,,,,,,,,,,,,,,,,,,,,,,,,"Wood Street, London, E17 3JX"
994,26,Lady Bankes Primary School,Hillingdon,102388,3 to 11,88,642.0,19.0,Does not apply,False,669,25.8,24.883720930232556,False,41.51092233009709,75.0,7.0,106.0,106.0,107.0,106.33333333333333,HA4 9SF,,,,,,,,,,,,,,,,,,,,,,,,"Dawlish Drive, Ruislip Manor, Ruislip, HA4 9SF"
995,23,All Souls CofE Primary School,Westminster,101121,3 to 11,23,179.0,39.0,Church of England,True,,11.3,15.84070796460177,False,41.4866504854369,70.0,4.0,108.0,106.0,107.0,107.0,W1W 7JJ,,,,,,,,,,,,,,,,,,,,,,,,"Foley Street, London, W1W 7JJ"
996,27,The Priory CofE School,Merton,102672,3 to 11,23,179.0,43.0,Church of England,True,,10.6,16.88679245283019,False,41.4866504854369,70.0,4.0,108.0,106.0,107.0,107.0,SW19 8LX,,,,,,,,,,,,,,,,,,,,,,,,"Queens Road, Wimbledon, London, SW19 8LX"
997,26,Heathland School,Harrow,141054,3 to 11,90,637.0,24.0,Does not apply,False,670,24.8,25.68548387096774,False,41.46844660194175,63.0,6.0,107.0,107.0,108.0,107.33333333333333,HA2 9AG,,,,,,,,,,,,,,,,,,,,,,,,"Eastcote Lane, South Harrow, Harrow, HA2 9AG"
998,37,Parkside Primary School,Waltham Forest,103081,3 to 11,83,666.0,29.0,Does not apply,False,671,27.15,24.530386740331494,False,41.37742718446602,72.0,8.0,107.0,106.0,106.0,106.33333333333333,E4 6RE,,,,,,,,,,,,,,,,,,,,,,,,"21 Wellington Avenue, Chingford, E4 6RE"
999,19,Our Lady of Victories RC Primary School,Kensington and Chelsea,100504,4 to 11,22,169.0,14.0,Roman Catholic,True,,8.0,21.125,False,41.34101941747573,77.0,5.0,105.0,107.0,107.0,106.33333333333333,SW7 5AQ,,,,,,,,,,,,,,,,,,,,,,,,"Clareville Street, Kensington and Chelsea, Our Lady of Victories Primary School, London, SW7 5AQ"
1000,45,Bannockburn Primary School,Greenwich,150068,3 to 11,101,880.0,30.0,Does not apply,False,672,38.75,22.70967741935484,False,41.26820388349515,73.0,10.0,107.0,105.0,106.0,106.0,SE18 1HE,,,,,,,,,,,,,,,,,,,,,,,,"Plumstead High Street, London, SE18 1HE"
1001,28,Garfield Primary School,Merton,102629,3 to 11,23,300.0,48.0,Does not apply,False,673,16.8,17.857142857142858,False,41.189320388349515,74.0,26.0,106.0,103.0,104.0,104.33333333333333,SW19 8SB,,,,,,,,,,,,,,,,,,,,,,,,"Garfield Road, Wimbledon, SW19 8SB"
1002,33,Brunswick Park Primary School,Southwark,131843,3 to 11,56,430.0,66.0,Does not apply,False,674,18.72,22.970085470085472,False,41.15898058252427,82.0,9.0,106.0,103.0,107.0,105.33333333333333,SE5 7QH,,,,,,,,,,,,,,,,,,,,,,,,"Picton Street, Camberwell, London, SE5 7QH"
1003,27,Frithwood Primary School,Hillingdon,102414,3 to 11,58,391.0,9.0,Does not apply,False,675,17.51,22.33009708737864,False,41.12257281553398,72.0,10.0,107.0,106.0,105.0,106.0,HA6 3NJ,,,,,,,,,,,,,,,,,,,,,,,,"Carew Road, Northwood, HA6 3NJ"
1004,36,Kew Riverside Primary School,Richmond upon Thames,133343,4 to 11,15,92.0,53.0,Does not apply,False,676,8.4,10.952380952380953,True,41.00728155339806,73.0,13.0,105.0,105.0,107.0,105.66666666666667,TW9 4ES,,,,,,,,,,,,,,,,,,,,,,,,"37 Courtlands Avenue, Richmond, TW9 4ES"
1005,24,St Mary Magdalene & St Stephen's CofE Primary School,Westminster,101135,3 to 11,23,186.0,65.0,Church of England,True,,10.0,18.6,False,40.98907766990291,70.0,0.0,106.0,107.0,109.0,107.33333333333333,W2 5TF,,,,,,,,,,,,,,,,,,,,,,,,"Rowington Close, Warwick Estate, Paddington, London, W2 5TF"
1006,34,Friars Primary Foundation School,Southwark,100855,3 to 11,22,183.0,59.0,None,False,677,9.4,19.46808510638298,False,40.98300970873787,68.0,5.0,108.0,104.0,109.0,107.0,SE1 0RF,,,,,,,,,,,,,,,,,,,,,,,,"Webber Street, Blackfriars, London, SE1 0RF"
1007,27,Longlands Primary School,Bexley,101429,5 to 11,47,303.0,9.0,Does not apply,False,678,13.65,22.197802197802197,False,40.97087378640777,74.0,9.0,107.0,105.0,106.0,106.0,DA15 7JG,,,,,,,,,,,,,,,,,,,,,,,,"Woodside Road, Sidcup, DA15 7JG"
1008,28,Hillingdon Primary School,Hillingdon,141055,3 to 11,86,685.0,28.0,Does not apply,False,679,32.68,20.960832313341495,False,40.92839805825243,72.0,2.0,107.0,106.0,108.0,107.0,UB10 0PH,,,,,,,,,,,,,,,,,,,,,,,,"Uxbridge Road, Hillingdon, Uxbridge, UB10 0PH"
1009,42,Oasis Academy Ryelands,Croydon,140674,3 to 11,56,442.0,55.0,Does not apply,False,680,17.8,24.831460674157302,False,40.922330097087375,73.0,9.0,107.0,106.0,105.0,106.0,SE25 4XG,,,,,,,,,,,,,,,,,,,,,,,,"Oakley Road, South Norwood, London, SE25 4XG"
1010,39,Mayespark Primary School,Redbridge,131304,3 to 11,80,617.0,34.0,Does not apply,False,681,30.6,20.163398692810457,False,40.898058252427184,65.0,10.0,106.0,106.0,108.0,106.66666666666667,IG3 9PX,,,,,,,,,,,,,,,,,,,,,,,,"Goodmayes Lane, Goodmayes, Ilford, IG3 9PX"
1011,29,St John Fisher RC Primary School,Merton,102671,3 to 11,58,420.0,17.0,Roman Catholic,True,,19.02,22.082018927444796,False,40.855582524271846,66.0,9.0,107.0,106.0,107.0,106.66666666666667,SW20 9NA,,,,,,,,,,,,,,,,,,,,,,,,"Grand Drive, London, SW20 9NA"
1012,41,Poverest Primary School,Bromley,101641,4 to 11,61,435.0,36.0,Does not apply,False,682,21.18,20.53824362606232,False,40.65533980582524,66.0,18.0,106.0,105.0,106.0,105.66666666666667,BR5 2JD,,,,,,,,,,,,,,,,,,,,,,,,"Tillingbourne Green, St Mary Cray, Orpington, BR5 2JD"
1013,21,Oasis Academy Pinewood,Havering,140022,3 to 11,47,369.0,43.0,Does not apply,False,683,16.29,22.65193370165746,False,40.65533980582524,68.0,15.0,107.0,105.0,105.0,105.66666666666667,RM5 2TX,,,,,,,,,,,,,,,,,,,,,,,,"Thistledene Avenue, Collier Row, Romford, RM5 2TX"
1014,27,Melcombe Primary School,Hammersmith and Fulham,100334,4 to 11,24,136.0,58.0,Does not apply,False,684,8.2,16.585365853658537,False,40.6007281553398,67.0,17.0,105.0,106.0,106.0,105.66666666666667,W6 9ER,,,,,,,,,,,,,,,,,,,,,,,,"Fulham Palace Road, London, W6 9ER"
1015,41,Woolmore Primary School,Tower Hamlets,100928,3 to 11,86,654.0,62.0,Does not apply,False,685,38.13,17.151848937844218,False,40.52791262135923,71.0,13.0,106.0,106.0,105.0,105.66666666666667,E14 0EW,,,,,,,,,,,,,,,,,,,,,,,,"Woolmore Street, Poplar, London, E14 0EW"
1016,35,Ilderton Primary School,Southwark,100795,3 to 11,33,175.0,52.0,Does not apply,False,686,10.0,17.5,False,40.31553398058252,73.0,12.0,106.0,105.0,106.0,105.66666666666667,SE16 3LA,,,,,,,,,,,,,,,,,,,,,,,,"Varcoe Road, London, SE16 3LA"
1017,28,Brampton Primary Academy,Bexley,141047,3 to 11,58,387.0,17.0,Does not apply,False,687,15.4,25.12987012987013,False,40.31553398058252,72.0,10.0,106.0,106.0,106.0,106.0,DA7 4SL,,,,,,,,,,,,,,,,,,,,,,,,"Brampton Road, Bexleyheath, DA7 4SL"
1018,30,Malmesbury Primary School,Merton,132169,3 to 11,53,381.0,55.0,Does not apply,False,688,20.75,18.36144578313253,False,40.29126213592233,70.0,11.0,107.0,105.0,106.0,106.0,SM4 6HG,,,,,,,,,,,,,,,,,,,,,,,,"Malmesbury Road, Morden, SM4 6HG"
1019,31,Glenbrook Primary School,Lambeth,100601,3 to 11,21,125.0,81.0,Does not apply,False,689,7.51,16.644474034620508,False,40.27912621359223,71.0,10.0,106.0,107.0,105.0,106.0,SW4 8LD,,,,,,,,,,,,,,,,,,,,,,,,"Clarence Crescent, Clapham Park, London, SW4 8LD"
1020,28,Norwood Green Junior School,Hounslow,139869,7 to 11,82,328.0,34.0,Does not apply,False,690,18.77,17.474693660095898,False,40.24878640776699,63.0,16.0,106.0,105.0,107.0,106.0,UB2 5RN,,,,,,,,,,,,,,,,,,,,,,,,"Thorncliffe Road, Southall, UB2 5RN"
1021,43,St Joseph's RC Junior School,Croydon,101795,7 to 11,42,194.0,33.0,Roman Catholic,True,,14.6,13.287671232876713,True,40.08495145631068,67.0,21.0,105.0,105.0,106.0,105.33333333333333,SE19 3NU,,,,,,,,,,,,,,,,,,,,,,,,"Woodend, Select, SE19 3NU"
1022,29,The Smallberry Green Primary School,Hounslow,102515,3 to 11,55,426.0,38.0,Does not apply,False,691,23.4,18.205128205128208,False,40.00606796116505,78.0,2.0,107.0,104.0,108.0,106.33333333333333,TW7 5BF,,,,,,,,,,,,,,,,,,,,,,,,"Turnpike Way, Isleworth, TW7 5BF"
1023,44,Ecclesbourne Primary School,Croydon,136566,3 to 11,55,443.0,47.0,Does not apply,False,692,20.9,21.19617224880383,False,39.969660194174764,75.0,0.0,107.0,107.0,106.0,106.66666666666667,CR7 7FA,,,,,,,,,,,,,,,,,,,,,,,,"Attlee Close, Thornton Heath, CR7 7FA"
